id;chapter_id;lesson_number;title_jp;title_id;content;xp_reward;sort_order;created_at
d1a2b3c4-3006-5678-9abc-def012345678;c1a2b3c4-3333-5678-9abc-def012345678;6;ひてい;Kalimat Negatif;"{""grammar_patterns"":[{""examples"":[{""id"":""Saya bukan guru"",""jp"":""わたしは先生じゃありません"",""reading"":""watashi wa sensei ja arimasen""}],""explanation"":""Untuk menyangkal, ganti です dengan じゃありません"",""formula"":""[Topik] は [Predikat] じゃありません"",""pattern"":""〜じゃありません"",""tip"":""Di tempat formal gunakan ではありません"",""title"":""Kalimat Negatif""}],""pattern"":""ja_arimasen"",""type"":""grammar""}";15;6;2026-01-22 13:54:51.635081+00
d1a2b3c4-3007-5678-9abc-def012345678;c1a2b3c4-3333-5678-9abc-def012345678;7;れんしゅう;Latihan;"{""type"":""exercise""}";15;7;2026-01-22 13:54:51.635081+00
d1a2b3c4-3008-5678-9abc-def012345678;c1a2b3c4-3333-5678-9abc-def012345678;8;クイズ;Quiz Pelajaran 1;"{""question_count"":10,""type"":""quiz""}";25;8;2026-01-22 13:54:51.635081+00
d3e4f5a6-0001-1111-aaaa-000000000001;b2c3d4e5-2345-6789-abcd-ef0123456789;1;ここ・そこ・あそこ;Kata Tunjuk Tempat;"{""focus"":""demonstratives"",""type"":""vocabulary""}";10;1;2026-01-22 14:07:45.872605+00
d3e4f5a6-0001-1111-aaaa-000000000002;b2c3d4e5-2345-6789-abcd-ef0123456789;2;いちことば;Kata Posisi;"{""focus"":""position_words"",""type"":""vocabulary""}";10;2;2026-01-22 14:07:45.872605+00
d3e4f5a6-0001-1111-aaaa-000000000003;b2c3d4e5-2345-6789-abcd-ef0123456789;3;ばしょ;Tempat-tempat;"{""focus"":""places"",""type"":""vocabulary""}";15;3;2026-01-22 14:07:45.872605+00
d3e4f5a6-0001-1111-aaaa-000000000004;b2c3d4e5-2345-6789-abcd-ef0123456789;4;ほうこう;Arah;"{""focus"":""directions"",""type"":""vocabulary""}";10;4;2026-01-22 14:07:45.872605+00
d3e4f5a6-0001-1111-aaaa-000000000005;b2c3d4e5-2345-6789-abcd-ef0123456789;5;いどうどうし;Kata Kerja Perpindahan;"{""focus"":""movement_verbs"",""type"":""vocabulary""}";15;5;2026-01-22 14:07:45.872605+00
d3e4f5a6-0001-1111-aaaa-000000000006;b2c3d4e5-2345-6789-abcd-ef0123456789;6;に・へ・で;Partikel Lokasi;"{""pattern"":""location_particles"",""type"":""grammar""}";15;6;2026-01-22 14:07:45.872605+00
d3e4f5a6-0001-1111-aaaa-000000000007;b2c3d4e5-2345-6789-abcd-ef0123456789;7;あります・います;Keberadaan;"{""pattern"":""arimasu_imasu"",""type"":""grammar""}";15;7;2026-01-22 14:07:45.872605+00
d3e4f5a6-0001-1111-aaaa-000000000008;b2c3d4e5-2345-6789-abcd-ef0123456789;8;XはYにあります;Menyatakan Lokasi;"{""pattern"":""location_statement"",""type"":""grammar""}";15;8;2026-01-22 14:07:45.872605+00
d3e4f5a6-0001-1111-aaaa-000000000009;b2c3d4e5-2345-6789-abcd-ef0123456789;9;かいわれんしゅう;Latihan Percakapan;"{""scenario"":""asking_directions"",""type"":""dialogue""}";15;9;2026-01-22 14:07:45.872605+00
d3e4f5a6-0001-1111-aaaa-000000000010;b2c3d4e5-2345-6789-abcd-ef0123456789;10;クイズ;Quiz Pelajaran 3;"{""question_count"":15,""type"":""quiz""}";25;10;2026-01-22 14:07:45.872605+00
b904af26-f934-4480-85be-1bd6412201c3;487e724e-6865-49dd-8b29-ac3a6a866a13;1;可能形の作り方;Cara Membuat Bentuk Kemampuan;"{""patterns"":[{""example"":""書く → 書ける"",""meaning"":""menulis → bisa menulis"",""pattern"":""Grup 1: う → える""},{""example"":""食べる → 食べられる"",""meaning"":""makan → bisa makan"",""pattern"":""Grup 2: る → られる""},{""example"":""勉強する → 勉強できる"",""meaning"":""belajar → bisa belajar"",""pattern"":""Grup 3: する → できる, 来る → 来られる""}],""type"":""grammar""}";25;1;2026-02-06 13:05:10.49227+00
60d0658e-7be7-4f35-9225-91f9a596e7fd;487e724e-6865-49dd-8b29-ac3a6a866a13;3;意志形の作り方;Cara Membuat Bentuk Kemauan;"{""patterns"":[{""example"":""行く → 行こう"",""meaning"":""pergi → ayo pergi"",""pattern"":""Grup 1: う → おう""},{""example"":""見る → 見よう"",""meaning"":""lihat → ayo lihat"",""pattern"":""Grup 2: る → よう""},{""example"":""勉強しよう"",""meaning"":""ayo belajar"",""pattern"":""Grup 3: する → しよう, 来る → 来よう""}],""type"":""grammar""}";25;3;2026-02-06 13:05:10.49227+00
6b72966f-b086-4d99-a909-3bcd9857c9d8;487e724e-6865-49dd-8b29-ac3a6a866a13;4;意志形の使い方;Penggunaan Bentuk Kemauan;"{""patterns"":[{""example"":""来年日本に行こうと思います"",""meaning"":""Saya berniat pergi ke Jepang tahun depan"",""pattern"":""〜ようと思う""},{""example"":""ドアを開けようとした"",""meaning"":""Mencoba membuka pintu"",""pattern"":""〜ようとする""}],""type"":""grammar""}";25;4;2026-02-06 13:05:10.49227+00
1f621b93-6ca6-4600-8bf2-926a71e35f72;fbc344a1-a8e2-4bce-b94e-fb2ad197ad56;1;受身形の作り方;Cara Membuat Bentuk Pasif;"{""patterns"":[{""example"":""読む → 読まれる"",""meaning"":""membaca → dibaca"",""pattern"":""Grup 1: う → あれる""},{""example"":""食べる → 食べられる"",""meaning"":""makan → dimakan"",""pattern"":""Grup 2: る → られる""},{""example"":""招待される"",""meaning"":""diundang"",""pattern"":""Grup 3: する → される, 来る → 来られる""}],""type"":""grammar""}";25;1;2026-02-06 13:05:10.49227+00
a26e3d9f-7c36-4f92-8ef4-4be1fdd98f10;fbc344a1-a8e2-4bce-b94e-fb2ad197ad56;2;直接受身;Pasif Langsung;"{""patterns"":[{""example"":""私は先生に褒められた"",""meaning"":""Saya dipuji oleh guru"",""pattern"":""AはBに〜られる""},{""example"":""この本は多くの人に読まれている"",""meaning"":""Buku ini dibaca oleh banyak orang"",""pattern"":""物が〜られる""}],""type"":""grammar""}";25;2;2026-02-06 13:05:10.49227+00
ee107ce2-6d6c-4a9f-8073-03f420e9c1fd;fbc344a1-a8e2-4bce-b94e-fb2ad197ad56;3;迷惑の受身;Pasif Ketidaknyamanan;"{""patterns"":[{""example"":""雨に降られて困った"",""meaning"":""Saya kesulitan karena hujan turun"",""pattern"":""〜に〜られて困る""},{""example"":""電車で足を踏まれた"",""meaning"":""Kaki saya diinjak di kereta"",""pattern"":""〜に〜られる (negatif)""}],""type"":""grammar""}";25;3;2026-02-06 13:05:10.49227+00
f73a9975-9bd4-43fd-baab-f450a3ad3044;bf47de3a-6712-4433-87ba-7a32cec3693b;1;使役形の作り方;Cara Membuat Bentuk Kausatif;"{""patterns"":[{""example"":""書く → 書かせる"",""meaning"":""menulis → menyuruh menulis"",""pattern"":""Grup 1: う → あせる""},{""example"":""食べる → 食べさせる"",""meaning"":""makan → menyuruh makan"",""pattern"":""Grup 2: る → させる""},{""example"":""勉強させる"",""meaning"":""menyuruh belajar"",""pattern"":""Grup 3: する → させる, 来る → 来させる""}],""type"":""grammar""}";25;1;2026-02-06 13:05:10.49227+00
7b02ad4f-9e49-43f9-9493-326fc5557eec;bf47de3a-6712-4433-87ba-7a32cec3693b;2;使役の使い方;Penggunaan Bentuk Kausatif;"{""patterns"":[{""example"":""母は子供に野菜を食べさせた"",""meaning"":""Ibu menyuruh anak makan sayur"",""pattern"":""AはBに/を〜させる""},{""example"":""私にやらせてください"",""meaning"":""Tolong biarkan saya melakukannya"",""pattern"":""〜させてください""}],""type"":""grammar""}";25;2;2026-02-06 13:05:10.49227+00
78ce51cb-8c58-45d4-a9d6-bd2209aca95e;bf47de3a-6712-4433-87ba-7a32cec3693b;3;使役受身形;Bentuk Kausatif-Pasif;"{""patterns"":[{""example"":""毎日残業させられる"",""meaning"":""Dipaksa lembur setiap hari"",""pattern"":""〜させられる""},{""example"":""たくさん食べさせられた"",""meaning"":""Dipaksa makan banyak"",""pattern"":""〜させられた""}],""type"":""grammar""}";25;3;2026-02-06 13:05:10.49227+00
4f8cd93b-e9ae-4d51-80fa-c2277d836e88;e9b9865a-7125-4642-a5c1-cb33478f230c;1;尊敬語の基本;Dasar Bahasa Hormat;"{""patterns"":[{""example"":""お帰りになる"",""meaning"":""pulang (hormat)"",""pattern"":""お〜になる""},{""example"":""社長が来られた"",""meaning"":""Presdir datang (hormat)"",""pattern"":""〜れる/られる (尊敬)""},{""example"":""いらっしゃる、おっしゃる"",""meaning"":""ada/datang, berkata (hormat)"",""pattern"":""特別尊敬語""}],""type"":""grammar""}";25;1;2026-02-06 13:05:10.49227+00
a8104776-c431-4eee-a826-236d33cc37f9;e9b9865a-7125-4642-a5c1-cb33478f230c;2;謙譲語の基本;Dasar Bahasa Rendah Diri;"{""patterns"":[{""example"":""お持ちする"",""meaning"":""membawa (rendah diri)"",""pattern"":""お〜する""},{""example"":""参る、申す、いただく"",""meaning"":""pergi, berkata, menerima (rendah diri)"",""pattern"":""特別謙譲語""}],""type"":""grammar""}";25;2;2026-02-06 13:05:10.49227+00
7afa4720-946b-48b1-be47-5de872bdbf99;e9b9865a-7125-4642-a5c1-cb33478f230c;3;丁寧語;Bahasa Sopan;"{""patterns"":[{""example"":""行きます"",""meaning"":""pergi (sopan)"",""pattern"":""〜です/ます""},{""example"":""お名前、ご住所"",""meaning"":""nama, alamat (sopan)"",""pattern"":""お/ご + 名詞""}],""type"":""grammar""}";25;3;2026-02-06 13:05:10.49227+00
639375ed-d667-4c1e-9006-884b87101747;78ec55a6-bf40-42f7-b5b9-ef491cfe8472;1;ば形の作り方と使い方;Cara dan Penggunaan Bentuk -ba;"{""patterns"":[{""example"":""行く → 行けば"",""meaning"":""kalau pergi"",""pattern"":""Grup 1: う → えば""},{""example"":""見る → 見れば"",""meaning"":""kalau melihat"",""pattern"":""Grup 2: る → れば""},{""example"":""勉強すればするほど分かる"",""meaning"":""Semakin belajar semakin mengerti"",""pattern"":""〜ば〜ほど""}],""type"":""grammar""}";25;1;2026-02-06 13:05:10.49227+00
cc39b00f-9dad-45de-b8aa-aed961a4de48;78ec55a6-bf40-42f7-b5b9-ef491cfe8472;2;たら形の使い方;Penggunaan Bentuk -tara;"{""patterns"":[{""example"":""雨が降ったら、行きません"",""meaning"":""Kalau hujan, tidak pergi"",""pattern"":""〜たら""},{""example"":""医者に行ったらどうですか"",""meaning"":""Bagaimana kalau pergi ke dokter?"",""pattern"":""〜たらどうですか""}],""type"":""grammar""}";25;2;2026-02-06 13:05:10.49227+00
af0436eb-25b3-491d-b0e4-c095160c8da5;78ec55a6-bf40-42f7-b5b9-ef491cfe8472;3;なら・との使い方;Penggunaan Nara dan To;"{""patterns"":[{""example"":""日本に行くなら、京都がいい"",""meaning"":""Kalau pergi ke Jepang, Kyoto bagus"",""pattern"":""〜なら""},{""example"":""春になると、桜が咲く"",""meaning"":""Kalau musim semi, sakura mekar"",""pattern"":""〜と""}],""type"":""grammar""}";25;3;2026-02-06 13:05:10.49227+00
9c13073f-494c-44d1-83a9-3466336ca1a6;78ec55a6-bf40-42f7-b5b9-ef491cfe8472;4;条件形の比較;Perbandingan Bentuk Kondisional;"{""patterns"":[{""example"":""状況によって使い分ける"",""meaning"":""Digunakan sesuai situasi"",""pattern"":""ば vs たら vs なら vs と""}],""type"":""grammar""}";25;4;2026-02-06 13:05:10.49227+00
801913e2-25d2-4f9b-9758-e5f9be8b4a39;981255d6-ad9f-4d51-825d-755026a9f069;1;〜始める・〜終わる;Mulai & Selesai Melakukan;"{""patterns"":[{""example"":""雨が降り始めた"",""meaning"":""Hujan mulai turun"",""pattern"":""V-ます形 + 始める""},{""example"":""本を読み終わった"",""meaning"":""Selesai membaca buku"",""pattern"":""V-ます形 + 終わる""}],""type"":""grammar""}";30;1;2026-02-06 13:07:30.368826+00
626ac351-e253-438d-bfcc-213e5b5d2cd6;981255d6-ad9f-4d51-825d-755026a9f069;2;〜続ける・〜出す;Terus & Mulai Mendadak;"{""patterns"":[{""example"":""走り続ける"",""meaning"":""Terus berlari"",""pattern"":""V-ます形 + 続ける""},{""example"":""急に泣き出した"",""meaning"":""Tiba-tiba mulai menangis"",""pattern"":""V-ます形 + 出す""}],""type"":""grammar""}";30;2;2026-02-06 13:07:30.368826+00
220d26db-d131-4155-861d-ed4e4ad148a9;342dc32f-726b-488e-a8b4-aa734a622b05;3;敬語の使い分け;Penggunaan Keigo yang Tepat;"{""patterns"":[{""example"":""お召し上がりになられる ✗"",""meaning"":""Hindari keigo ganda"",""pattern"":""二重敬語を避ける""},{""example"":""状況に応じて使い分ける"",""meaning"":""Sesuaikan dengan situasi"",""pattern"":""TPO に合わせる""}],""type"":""grammar""}";30;3;2026-02-06 13:07:30.368826+00
576c9e55-1127-48f6-99fa-69449aa66a39;3296da6d-24a3-4cda-bf1f-d9bbf785a1b8;1;〜ようにする・〜ことにする;Berusaha & Memutuskan;"{""patterns"":[{""example"":""毎日運動するようにしている"",""meaning"":""Berusaha olahraga setiap hari"",""pattern"":""V-る + ようにする""},{""example"":""転職することにした"",""meaning"":""Memutuskan pindah kerja"",""pattern"":""V-る + ことにする""}],""type"":""grammar""}";30;1;2026-02-06 13:07:30.368826+00
070ad1ab-34fa-40ea-9336-4af56554f8d1;3296da6d-24a3-4cda-bf1f-d9bbf785a1b8;2;〜わけにはいかない・〜ざるを得ない;Tidak Bisa & Terpaksa;"{""patterns"":[{""example"":""約束を破るわけにはいかない"",""meaning"":""Tidak bisa mengingkari janji"",""pattern"":""V-る + わけにはいかない""},{""example"":""残業せざるを得ない"",""meaning"":""Terpaksa lembur"",""pattern"":""V-ざる + を得ない""}],""type"":""grammar""}";30;2;2026-02-06 13:07:30.368826+00
52b534d9-5837-442d-abe8-f28c571f37f6;3296da6d-24a3-4cda-bf1f-d9bbf785a1b8;3;〜に対して・〜について;Terhadap & Mengenai;"{""patterns"":[{""example"":""この問題に対して意見がある"",""meaning"":""Punya pendapat terhadap masalah ini"",""pattern"":""N + に対して""},{""example"":""日本文化について研究している"",""meaning"":""Meneliti tentang budaya Jepang"",""pattern"":""N + について""}],""type"":""grammar""}";30;3;2026-02-06 13:07:30.368826+00
d1dcb62d-96c8-4c9f-b283-36cff5a9053c;3296da6d-24a3-4cda-bf1f-d9bbf785a1b8;4;〜として・〜にとって;Sebagai & Bagi;"{""patterns"":[{""example"":""通訳として働く"",""meaning"":""Bekerja sebagai penerjemah"",""pattern"":""N + として""},{""example"":""私にとって大切な人"",""meaning"":""Orang penting bagi saya"",""pattern"":""N + にとって""}],""type"":""grammar""}";30;4;2026-02-06 13:07:30.368826+00
c10b6d3a-92e2-49aa-9078-d0235055d3dd;579e81c9-eb1b-41cc-9437-090ca29cf666;1;接続表現;Ekspresi Penghubung;"{""patterns"":[{""example"":""雨が降った。したがって試合は中止"",""meaning"":""Hujan turun. Oleh karena itu pertandingan dibatalkan"",""pattern"":""したがって・そのため""},{""example"":""努力した。それにもかかわらず失敗した"",""meaning"":""Sudah berusaha. Meski begitu tetap gagal"",""pattern"":""それにもかかわらず""}],""type"":""grammar""}";30;1;2026-02-06 13:07:30.368826+00
16283f16-c49a-4ff4-963f-433f99d66013;579e81c9-eb1b-41cc-9437-090ca29cf666;2;指示語の理解;Pemahaman Kata Tunjuk;"{""patterns"":[{""example"":""前の文を参照する"",""meaning"":""Merujuk ke kalimat sebelumnya"",""pattern"":""これ・それ・あれ の指す内容""},{""example"":""文脈から意味を理解する"",""meaning"":""Memahami makna dari konteks"",""pattern"":""このような・そのような""}],""type"":""grammar""}";30;2;2026-02-06 13:07:30.368826+00
de304c34-4ae9-4de7-9af6-d77ec5eaaea2;579e81c9-eb1b-41cc-9437-090ca29cf666;3;要約と要点;Ringkasan & Poin Utama;"{""patterns"":[{""example"":""つまり・要するに の後に注目"",""meaning"":""Perhatikan setelah つまり/要するに"",""pattern"":""筆者の主張を見つける""},{""example"":""各段落の最初と最後を確認"",""meaning"":""Periksa awal dan akhir paragraf"",""pattern"":""段落ごとの要点""}],""type"":""grammar""}";30;3;2026-02-06 13:07:30.368826+00
771b81d5-0d97-41be-a071-a9c221f37408;247217ee-6f48-451c-b98e-a5d0db9d3813;1;ビジネスメール;Email Bisnis;"{""patterns"":[{""example"":""いつもお世話になっております"",""meaning"":""Terima kasih atas kerjasamanya"",""pattern"":""お世話になっております""},{""example"":""添付ファイルをご確認ください"",""meaning"":""Mohon periksa lampiran"",""pattern"":""ご確認ください""}],""type"":""grammar""}";30;1;2026-02-06 13:07:30.368826+00
53e3068e-9903-4743-a772-60324009e696;247217ee-6f48-451c-b98e-a5d0db9d3813;2;電話応対;Menjawab Telepon;"{""patterns"":[{""example"":""はい、〇〇会社でございます"",""meaning"":""Ya, ini perusahaan ○○"",""pattern"":""〜でございます""},{""example"":""少々お待ちくださいませ"",""meaning"":""Mohon tunggu sebentar"",""pattern"":""少々お待ちください""}],""type"":""grammar""}";30;2;2026-02-06 13:07:30.368826+00
8c50836e-81ff-406c-b604-0427069b4fb9;247217ee-6f48-451c-b98e-a5d0db9d3813;3;会議での表現;Ekspresi dalam Rapat;"{""patterns"":[{""example"":""問題ないと存じます"",""meaning"":""Saya pikir tidak ada masalah"",""pattern"":""〜と存じます""},{""example"":""前向きにご検討いただければ幸いです"",""meaning"":""Saya berharap Anda dapat mempertimbangkan dengan positif"",""pattern"":""ご検討いただければ幸いです""}],""type"":""grammar""}";30;3;2026-02-06 13:07:30.368826+00
4a6e7bd3-56ac-4060-96aa-f20670c556c2;247217ee-6f48-451c-b98e-a5d0db9d3813;4;プレゼンテーション;Presentasi;"{""patterns"":[{""example"":""本日は新製品についてご説明いたします"",""meaning"":""Hari ini saya akan menjelaskan tentang produk baru"",""pattern"":""〜についてご説明いたします""},{""example"":""以上です。ご清聴ありがとうございました"",""meaning"":""Demikian. Terima kasih atas perhatiannya"",""pattern"":""ご清聴ありがとうございました""}],""type"":""grammar""}";30;4;2026-02-06 13:07:30.368826+00
