id;lesson_id;question_type;question_text;options;correct_answer;explanation;created_at
64e55dc9-c06c-40b6-a571-ca131e0cc599;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;Hari Senin dalam bahasa Jepang adalah...;"[""日曜日"",""月曜日"",""火曜日"",""水曜日""]";月曜日;「月曜日」(getsuyoubi) = Hari Senin. 月 = bulan.;2026-01-22 13:51:25.752647+00
7ac5b5b1-e478-4e43-8075-83497c6dee7d;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;「金曜日」は何曜日ですか。;"[""Hari Kamis"",""Hari Jumat"",""Hari Sabtu"",""Hari Minggu""]";Hari Jumat;「金曜日」(kinyoubi) = Hari Jumat. 金 = emas/uang.;2026-01-22 13:51:25.752647+00
2ad94e9d-72c5-454f-a29a-8bf8b1828dcd;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;「食べます」の意味は？;"[""minum"",""makan"",""tidur"",""bangun""]";makan;「食べます」(tabemasu) = makan (bentuk sopan).;2026-01-22 13:51:25.752647+00
7924604a-8b74-46b5-aedf-144e72f2d6f7;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;Bentuk negatif dari「行きます」adalah...;"[""行きました"",""行きません"",""行かない"",""行って""]";行きません;Bentuk negatif ます → ません.「行きます」→「行きません」.;2026-01-22 13:51:25.752647+00
90da1cb8-8e3e-46dc-a87d-73a7aa5d4cb1;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;Lengkapi: 七時___起きます。;"[""を"",""で"",""に"",""が""]";に;Partikel「に」digunakan setelah waktu spesifik.;2026-01-22 13:51:25.752647+00
b27da124-e413-470a-a5aa-c6df915c7b53;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;Mana yang BENAR?;"[""今日に働きます"",""今日、働きます"",""今日を働きます"",""今日が働きます""]";今日、働きます;「今日」adalah kata waktu relatif, tidak perlu「に」.;2026-01-22 13:51:25.752647+00
712b057e-8534-440d-b153-26d46baea7eb;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;Lengkapi: コーヒー___飲みます。;"[""を"",""に"",""で"",""が""]";を;Partikel「を」menandai objek langsung.;2026-01-22 13:51:25.752647+00
d8990e8b-d7ac-41d2-930c-e5f0ee153d3f;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;Lengkapi: 工場___働きます。;"[""を"",""に"",""で"",""へ""]";で;Partikel「で」menandai tempat aktivitas.;2026-01-22 13:51:25.752647+00
5e4551fa-9b21-4698-9317-eaa36d8aa895;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;「八時から五時まで働きます」の意味は？;"[""Bekerja dari jam 5 sampai jam 8"",""Bekerja dari jam 8 sampai jam 5"",""Bekerja jam 8 dan jam 5"",""Bekerja selama 8-5 jam""]";Bekerja dari jam 8 sampai jam 5;「から〜まで」= dari~sampai~.;2026-01-22 13:51:25.752647+00
3a432d67-a1ca-42e7-a788-c55f0cbd8da4;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;"Translate: ""Saya tidak makan pagi.""";"[""朝ごはんを食べます。"",""朝ごはんを食べません。"",""朝ごはんを食べました。"",""朝ごはんを食べたい。""]";朝ごはんを食べません。;「食べません」= tidak makan (bentuk negatif sopan).;2026-01-22 13:51:25.752647+00
598470ba-5a15-4d95-b563-10032c441df0;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;"Bagaimana bertanya ""Jam berapa sekarang?""";"[""何時に起きますか。"",""今、何時ですか。"",""何時から何時までですか。"",""何曜日ですか。""]";今、何時ですか。;「今、何時ですか」= Sekarang jam berapa?;2026-01-22 13:51:25.752647+00
c446ffda-e688-40f4-8b18-c6439d59f314;b1b2c3d4-0010-5678-9abc-def012345678;multiple_choice;「仕事の後で、日本語を勉強します」の意味は？;"[""Sebelum kerja, belajar bahasa Jepang"",""Setelah kerja, belajar bahasa Jepang"",""Saat kerja, belajar bahasa Jepang"",""Tanpa kerja, belajar bahasa Jepang""]";Setelah kerja, belajar bahasa Jepang;「〜の後で」= setelah~.;2026-01-22 13:51:25.752647+00
c8eef1a4-24e4-4c17-9459-dd1c124e05a3;d1a2b3c4-3008-5678-9abc-def012345678;multiple_choice;「わたしは学生です」の意味は？;"[""Saya adalah guru"",""Saya adalah siswa"",""Saya adalah dokter"",""Saya adalah karyawan""]";Saya adalah siswa;「学生」(gakusei) berarti siswa/mahasiswa.;2026-01-22 13:55:15.041055+00
55755be5-39d7-41a7-a8ef-9097d7cb27d6;d1a2b3c4-3008-5678-9abc-def012345678;multiple_choice;"Bagaimana bertanya ""Apakah ini buku?""";"[""これは本です。"",""これは本ですか。"",""これは本じゃありません。"",""これは何ですか。""]";これは本ですか。;Tambahkan「か」di akhir untuk membuat pertanyaan.;2026-01-22 13:55:15.041055+00
49cef17c-7203-4f8c-96bc-4da9db148b34;d1a2b3c4-3008-5678-9abc-def012345678;multiple_choice;Pilih kalimat negatif yang benar:;"[""わたしは先生です。"",""わたしは先生ですか。"",""わたしは先生じゃありません。"",""わたしは先生ですね。""]";わたしは先生じゃありません。;「じゃありません」digunakan untuk menyangkal.;2026-01-22 13:55:15.041055+00
a2fa192a-8d59-4923-b0bc-f0b42e830740;d1a2b3c4-3008-5678-9abc-def012345678;multiple_choice;「先生」の読み方は？;"[""がくせい"",""せんせい"",""かいしゃいん"",""いしゃ""]";せんせい;「先生」dibaca「せんせい」(sensei).;2026-01-22 13:55:15.041055+00
26262cd6-ddb5-4b70-a2da-6b39653a2da5;d1a2b3c4-3008-5678-9abc-def012345678;multiple_choice;Lengkapi: わたし___インドネシア人です。;"[""が"",""を"",""は"",""に""]";は;Partikel「は」digunakan untuk menandai topik kalimat.;2026-01-22 13:55:15.041055+00
527cdfe1-72e3-447b-bb3a-3b84c4710983;d1a2b3c4-3008-5678-9abc-def012345678;multiple_choice;「これは何ですか」artinya...;"[""Ini siapa?"",""Ini apa?"",""Itu apa?"",""Dimana ini?""]";Ini apa?;「これ」= ini,「何」= apa.;2026-01-22 13:55:15.041055+00
bf27f301-c015-41c3-b16c-ba6ff5a1ad18;d1a2b3c4-3008-5678-9abc-def012345678;multiple_choice;"Bagaimana menjawab ""Ya, benar""?";"[""いいえ、違います"",""はい、そうです"",""ありがとうございます"",""すみません""]";はい、そうです;「はい、そうです」= Ya, benar.;2026-01-22 13:55:15.041055+00
5c17f102-7fb7-427e-97ef-519ed9438538;d1a2b3c4-3008-5678-9abc-def012345678;multiple_choice;"Translate: ""Tanaka adalah orang Jepang.""";"[""田中さんはインドネシア人です。"",""田中さんは日本人です。"",""田中さんは学生です。"",""田中さんは先生です。""]";田中さんは日本人です。;「日本人」(nihonjin) = orang Jepang.;2026-01-22 13:55:15.041055+00
f5a6b7c8-3010-0001-0001-000000000001;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「ここ」の意味は？;"[""Di situ"",""Di sini"",""Di sana"",""Di mana""]";Di sini;"「ここ」berarti ""di sini"" (dekat pembicara).";2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000002;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;"Untuk bertanya ""Di mana?"" kita gunakan...";"[""ここ"",""そこ"",""あそこ"",""どこ""]";どこ;"「どこ」adalah kata tanya untuk tempat, berarti ""di mana"".";2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000003;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「机の上」の意味は？;"[""Di bawah meja"",""Di atas meja"",""Di samping meja"",""Di dalam meja""]";Di atas meja;"「上」(ue) berarti ""atas"".「机の上」= di atas meja.";2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000004;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「右」と「左」の意味は？;"[""Atas dan Bawah"",""Depan dan Belakang"",""Kanan dan Kiri"",""Dalam dan Luar""]";Kanan dan Kiri;「右」(migi) = kanan,「左」(hidari) = kiri.;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000005;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「食堂」の意味は？;"[""Toilet"",""Ruang ganti"",""Kantin"",""Kantor""]";Kantin;「食堂」(shokudou) = kantin/ruang makan.;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000006;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「出口」と「入口」の意味は？;"[""Pintu keluar dan pintu masuk"",""Pintu masuk dan pintu keluar"",""Tangga dan lift"",""Kiri dan kanan""]";Pintu keluar dan pintu masuk;「出口」(deguchi) = pintu keluar,「入口」(iriguchi) = pintu masuk.;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000007;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;Lengkapi: 会社___行きます。;"[""を"",""に"",""で"",""が""]";に;Partikel「に」digunakan untuk menunjukkan tujuan dengan kata kerja「行きます」.;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000008;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;Lengkapi: レストラン___食べます。;"[""を"",""に"",""で"",""へ""]";で;Partikel「で」digunakan untuk menunjukkan tempat aktivitas terjadi.;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000009;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「机の上に本があります」の意味は？;"[""Ada kucing di atas meja"",""Ada buku di atas meja"",""Buku ada di bawah meja"",""Tidak ada buku""]";Ada buku di atas meja;「本があります」= ada buku.「机の上に」= di atas meja.;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000010;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;Pilih kalimat yang BENAR:;"[""猫があります"",""猫がいます"",""本がいます"",""机がいます""]";猫がいます;「います」untuk makhluk hidup (kucing),「あります」untuk benda mati (buku, meja).;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000011;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「まっすぐ行ってください」の意味は？;"[""Tolong belok kanan"",""Tolong belok kiri"",""Tolong jalan lurus"",""Tolong berhenti""]";Tolong jalan lurus;「まっすぐ」= lurus.「行ってください」= tolong pergi/jalan.;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000012;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「角を右に曲がってください」の意味は？;"[""Tolong belok kiri di sudut"",""Tolong belok kanan di sudut"",""Tolong jalan lurus di sudut"",""Tolong berhenti di sudut""]";Tolong belok kanan di sudut;「角」= sudut,「右に曲がる」= belok kanan.;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000013;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「バスに乗ります」の意味は？;"[""Turun dari bus"",""Naik bus"",""Menunggu bus"",""Melihat bus""]";Naik bus;「乗ります」(norimasu) = naik (kendaraan).;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000014;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;「駅で降ります」の意味は？;"[""Naik di stasiun"",""Turun di stasiun"",""Pergi ke stasiun"",""Sampai di stasiun""]";Turun di stasiun;「降ります」(orimasu) = turun (dari kendaraan).;2026-01-22 14:09:16.712576+00
f5a6b7c8-3010-0001-0001-000000000015;d3e4f5a6-0001-1111-aaaa-000000000010;multiple_choice;"Bagaimana bertanya ""Toilet di mana?""";"[""トイレは何ですか。"",""トイレはどこですか。"",""トイレはいつですか。"",""トイレはだれですか。""]";トイレはどこですか。;「どこ」= di mana.「トイレはどこですか」= Toilet di mana?;2026-01-22 14:09:16.712576+00
ee5f03c4-b0c6-44b8-a040-54ce5458cfd7;b904af26-f934-4480-85be-1bd6412201c3;multiple_choice;「書く」の可能形は何ですか？;"[""書ける"",""書かれる"",""書こう"",""書きます""]";書ける;書く adalah kata kerja grup 1, sehingga bentuk kemampuannya adalah 書ける (u → eru);2026-02-06 13:09:56.448139+00
7a427acc-6cbc-495b-9547-ac9524b4b712;b904af26-f934-4480-85be-1bd6412201c3;multiple_choice;「食べる」の可能形は何ですか？;"[""食べれる"",""食べられる"",""食べさせる"",""食べよう""]";食べられる;食べる adalah kata kerja grup 2, sehingga bentuk kemampuannya adalah 食べられる (ru → rareru);2026-02-06 13:09:56.448139+00
83bbc89a-b3b7-429c-9349-b9a992023bb2;b904af26-f934-4480-85be-1bd6412201c3;multiple_choice;「来る」の可能形は何ですか？;"[""来れる"",""来られる"",""来させる"",""来よう""]";来られる;来る adalah kata kerja tidak beraturan, bentuk kemampuannya adalah 来られる;2026-02-06 13:09:56.448139+00
ef1a0fce-e158-4a66-9663-2c1440baaeda;06dfccea-f73b-4f69-a903-d8c0f4cc9a5a;multiple_choice;「日本語＿話せます」助詞は？;"[""を"",""が"",""に"",""で""]";が;Dengan bentuk kemampuan, biasanya menggunakan partikel が untuk menandai objek;2026-02-06 13:09:56.448139+00
a03889cc-bebc-43dd-af5c-019dd2bccf79;06dfccea-f73b-4f69-a903-d8c0f4cc9a5a;multiple_choice;Apa arti「ピアノが弾けます」?;"[""Bisa bermain piano"",""Ingin bermain piano"",""Sedang bermain piano"",""Bermain piano""]";Bisa bermain piano;弾ける adalah bentuk kemampuan dari 弾く (memainkan alat musik);2026-02-06 13:09:56.448139+00
c8106bc0-0a08-4ef9-9f46-873ad84474f1;60d0658e-7be7-4f35-9225-91f9a596e7fd;multiple_choice;「行く」の意志形は何ですか？;"[""行けば"",""行こう"",""行って"",""行きたい""]";行こう;行く adalah kata kerja grup 1, bentuk kemauannya adalah 行こう (u → ou);2026-02-06 13:09:56.448139+00
5ea8e34d-9c10-4280-b7a0-1715a90f18ce;60d0658e-7be7-4f35-9225-91f9a596e7fd;multiple_choice;「見る」の意志形は何ですか？;"[""見れば"",""見られる"",""見よう"",""見たい""]";見よう;見る adalah kata kerja grup 2, bentuk kemauannya adalah 見よう (ru → you);2026-02-06 13:09:56.448139+00
73014662-c935-49c1-9464-c8426d5522b5;60d0658e-7be7-4f35-9225-91f9a596e7fd;multiple_choice;「する」の意志形は何ですか？;"[""すれば"",""しよう"",""される"",""したい""]";しよう;する adalah kata kerja tidak beraturan, bentuk kemauannya adalah しよう;2026-02-06 13:09:56.448139+00
5a199a4c-87cd-47f6-8f0e-38888bf7f5a1;6b72966f-b086-4d99-a909-3bcd9857c9d8;multiple_choice;「来年日本に行こう＿思います」助詞は？;"[""が"",""を"",""と"",""に""]";と;Pola ～ようと思う menggunakan partikel と untuk menyatakan niat;2026-02-06 13:09:56.448139+00
c573c30b-9765-4a5c-9e89-f3b4d1af122c;6b72966f-b086-4d99-a909-3bcd9857c9d8;multiple_choice;Apa arti「ドアを開けようとした」?;"[""Pintu terbuka"",""Mencoba membuka pintu"",""Bisa membuka pintu"",""Ingin membuka pintu""]";Mencoba membuka pintu;～ようとする berarti mencoba melakukan sesuatu;2026-02-06 13:09:56.448139+00
736749b3-5416-4bd8-9f0f-955ae4315df0;1f621b93-6ca6-4600-8bf2-926a71e35f72;multiple_choice;「読む」の受身形は何ですか？;"[""読める"",""読まれる"",""読ませる"",""読もう""]";読まれる;読む adalah kata kerja grup 1, bentuk pasifnya adalah 読まれる (u → areru);2026-02-06 13:09:56.448139+00
07e4ab5b-a7b3-491e-a47c-af71656a02cd;1f621b93-6ca6-4600-8bf2-926a71e35f72;multiple_choice;「招待する」の受身形は何ですか？;"[""招待できる"",""招待される"",""招待させる"",""招待しよう""]";招待される;する menjadi される dalam bentuk pasif;2026-02-06 13:09:56.448139+00
16290b51-0d73-472b-8fd3-e6cc94122b23;1f621b93-6ca6-4600-8bf2-926a71e35f72;multiple_choice;「見る」の受身形は何ですか？;"[""見える"",""見られる"",""見させる"",""見よう""]";見られる;見る adalah kata kerja grup 2, bentuk pasifnya adalah 見られる;2026-02-06 13:09:56.448139+00
3c661f51-ee30-4f86-9555-ff53606f36a6;a26e3d9f-7c36-4f92-8ef4-4be1fdd98f10;multiple_choice;「私は先生＿褒められた」助詞は？;"[""が"",""を"",""に"",""で""]";に;Dalam kalimat pasif, pelaku ditandai dengan partikel に;2026-02-06 13:09:56.448139+00
1965805f-96c3-4c78-9625-2cc76ef99f7f;a26e3d9f-7c36-4f92-8ef4-4be1fdd98f10;multiple_choice;Apa arti「彼女はみんなに愛されている」?;"[""Dia mencintai semua orang"",""Dia dicintai semua orang"",""Semua orang mencintai"",""Dia ingin dicintai""]";Dia dicintai semua orang;Ini adalah kalimat pasif langsung yang menyatakan dia menerima cinta dari semua orang;2026-02-06 13:09:56.448139+00
92d1e0ce-99fb-4e0a-883d-2c1b018638dc;ee107ce2-6d6c-4a9f-8073-03f420e9c1fd;multiple_choice;Apa arti「雨に降られて困った」?;"[""Hujan turun"",""Kesulitan karena kehujanan"",""Ingin hujan"",""Melihat hujan""]";Kesulitan karena kehujanan;Ini adalah pasif ketidaknyamanan, menyatakan kerugian karena hujan;2026-02-06 13:09:56.448139+00
b91d7e49-9381-4c96-8541-8fc22f1df4ca;ee107ce2-6d6c-4a9f-8073-03f420e9c1fd;multiple_choice;「電車で足を踏まれた」の意味は？;"[""Menginjak kaki di kereta"",""Kaki saya diinjak di kereta"",""Naik kereta"",""Turun dari kereta""]";Kaki saya diinjak di kereta;Pasif ketidaknyamanan menunjukkan pengalaman tidak menyenangkan;2026-02-06 13:09:56.448139+00
4bc8252e-5e46-434d-b2f8-b5f3dc934ebf;f73a9975-9bd4-43fd-baab-f450a3ad3044;multiple_choice;「書く」の使役形は何ですか？;"[""書ける"",""書かれる"",""書かせる"",""書こう""]";書かせる;書く adalah kata kerja grup 1, bentuk kausatifnya adalah 書かせる (u → aseru);2026-02-06 13:09:56.448139+00
fd6e5eb3-08cd-4df3-9553-f141d9f91e91;f73a9975-9bd4-43fd-baab-f450a3ad3044;multiple_choice;「食べる」の使役形は何ですか？;"[""食べられる"",""食べさせる"",""食べれる"",""食べよう""]";食べさせる;食べる adalah kata kerja grup 2, bentuk kausatifnya adalah 食べさせる;2026-02-06 13:09:56.448139+00
2851b41c-ae3a-4266-a93f-79eab3a901a6;f73a9975-9bd4-43fd-baab-f450a3ad3044;multiple_choice;「来る」の使役形は何ですか？;"[""来られる"",""来させる"",""来れる"",""来よう""]";来させる;来る adalah kata kerja tidak beraturan, bentuk kausatifnya adalah 来させる;2026-02-06 13:09:56.448139+00
6a388b19-2d76-47d7-8dae-4a6df4877b35;7b02ad4f-9e49-43f9-9493-326fc5557eec;multiple_choice;「母は子供＿野菜を食べさせた」助詞は？;"[""が"",""を"",""に"",""で""]";に;Pelaku yang disuruh ditandai dengan partikel に;2026-02-06 13:09:56.448139+00
0e8ac65e-f470-476b-8d6d-1cfbf12c3603;7b02ad4f-9e49-43f9-9493-326fc5557eec;multiple_choice;Apa arti「私にやらせてください」?;"[""Saya melakukannya"",""Tolong biarkan saya melakukannya"",""Saya tidak bisa melakukannya"",""Tolong lakukan""]";Tolong biarkan saya melakukannya;～させてください adalah permintaan untuk diizinkan melakukan sesuatu;2026-02-06 13:09:56.448139+00
d3e4f001-7b7d-491a-a805-b0e204468efc;78ce51cb-8c58-45d4-a9d6-bd2209aca95e;multiple_choice;「毎日残業させられる」の意味は？;"[""Ingin lembur setiap hari"",""Dipaksa lembur setiap hari"",""Menyuruh lembur"",""Bisa lembur""]";Dipaksa lembur setiap hari;Kausatif-pasif menyatakan dipaksa melakukan sesuatu;2026-02-06 13:09:56.448139+00
29ea3bb1-e510-46d3-8e0a-c3eba2372ab8;78ce51cb-8c58-45d4-a9d6-bd2209aca95e;multiple_choice;「歌う」の使役受身形は何ですか？;"[""歌われる"",""歌わせる"",""歌わせられる"",""歌える""]";歌わせられる;Kausatif-pasif dibentuk dari bentuk kausatif + られる;2026-02-06 13:09:56.448139+00
d22ffb88-b5de-48d8-b369-ab416cba660a;4f8cd93b-e9ae-4d51-80fa-c2277d836e88;multiple_choice;「行く」の尊敬語は何ですか？;"[""参る"",""いらっしゃる"",""伺う"",""行かれる""]";いらっしゃる;いらっしゃる adalah bentuk hormat dari 行く, 来る, dan いる;2026-02-06 13:10:29.763741+00
9ab7c774-bb05-45b2-a158-4b1a8445bae0;4f8cd93b-e9ae-4d51-80fa-c2277d836e88;multiple_choice;「言う」の尊敬語は何ですか？;"[""申す"",""おっしゃる"",""言われる"",""伺う""]";おっしゃる;おっしゃる adalah bentuk hormat dari 言う;2026-02-06 13:10:29.763741+00
1a1828a2-e707-4a48-9c1a-389ffe9cf744;4f8cd93b-e9ae-4d51-80fa-c2277d836e88;multiple_choice;「食べる」の尊敬語は何ですか？;"[""いただく"",""召し上がる"",""食べられる"",""頂戴する""]";召し上がる;召し上がる adalah bentuk hormat dari 食べる dan 飲む;2026-02-06 13:10:29.763741+00
5f457531-5ae8-42b1-9e89-5848036b3607;a8104776-c431-4eee-a826-236d33cc37f9;multiple_choice;「行く」の謙譲語は何ですか？;"[""参る"",""いらっしゃる"",""行かれる"",""行こう""]";参る;参る adalah bentuk rendah diri dari 行く dan 来る;2026-02-06 13:10:29.763741+00
3a86ec1c-683a-4e9d-a6ec-99f0449c53fa;a8104776-c431-4eee-a826-236d33cc37f9;multiple_choice;「言う」の謙譲語は何ですか？;"[""おっしゃる"",""申す"",""言われる"",""話す""]";申す;申す adalah bentuk rendah diri dari 言う;2026-02-06 13:10:29.763741+00
349b6213-3e75-43f0-ab03-b96630eab208;a8104776-c431-4eee-a826-236d33cc37f9;multiple_choice;「もらう」の謙譲語は何ですか？;"[""くださる"",""いただく"",""もらえる"",""あげる""]";いただく;いただく adalah bentuk rendah diri dari もらう;2026-02-06 13:10:29.763741+00
11249fb8-5cf2-4281-98f7-b08e3861fbd0;7afa4720-946b-48b1-be47-5de872bdbf99;multiple_choice;「ある」の丁寧語は何ですか？;"[""あります"",""ございます"",""おあり"",""いらっしゃる""]";ございます;ございます adalah bentuk sangat sopan dari ある;2026-02-06 13:10:29.763741+00
4df05fb7-149e-4384-8eb6-e098da0ec0f7;7afa4720-946b-48b1-be47-5de872bdbf99;multiple_choice;「お＿」と「ご＿」の使い分けは？;"[""どちらも同じ"",""和語にはお、漢語にはご"",""漢語にはお、和語にはご"",""自由に使える""]";和語にはお、漢語にはご;お digunakan untuk kata asli Jepang (和語), ご untuk kata dari Cina (漢語);2026-02-06 13:10:29.763741+00
76d583f2-8ae9-4292-8097-7cfc3da5c2b6;639375ed-d667-4c1e-9006-884b87101747;multiple_choice;「行く」のば形は何ですか？;"[""行くば"",""行けば"",""行ったら"",""行くなら""]";行けば;行く adalah kata kerja grup 1, bentuk -ba adalah 行けば (u → eba);2026-02-06 13:10:29.763741+00
f3aa102e-54e8-41f6-998d-13f4b3e623c0;639375ed-d667-4c1e-9006-884b87101747;multiple_choice;「安い」のば形は何ですか？;"[""安いば"",""安ければ"",""安かったら"",""安いなら""]";安ければ;Kata sifat -i: hapus い, tambah ければ;2026-02-06 13:10:29.763741+00
dc3a54c7-afbf-4d35-8512-d3396f35518e;639375ed-d667-4c1e-9006-884b87101747;multiple_choice;Apa arti「勉強すればするほど分かる」?;"[""Kalau belajar akan mengerti"",""Semakin belajar semakin mengerti"",""Belajar dan mengerti"",""Tidak belajar tidak mengerti""]";Semakin belajar semakin mengerti;Pola ～ば～ほど menyatakan semakin... semakin...;2026-02-06 13:10:29.763741+00
c0c4a8bf-ac7a-4895-a512-df9f92fd800e;cc39b00f-9dad-45de-b8aa-aed961a4de48;multiple_choice;「雨が降っ＿、行きません」正しい形は？;"[""れば"",""たら"",""なら"",""と""]";たら;たら digunakan untuk kondisi yang akan terjadi di masa depan;2026-02-06 13:10:29.763741+00
48225c44-7993-4852-8d08-0de08d01f5d2;cc39b00f-9dad-45de-b8aa-aed961a4de48;multiple_choice;Apa arti「医者に行ったらどうですか」?;"[""Pergi ke dokter"",""Bagaimana kalau pergi ke dokter?"",""Tidak pergi ke dokter"",""Sudah ke dokter""]";Bagaimana kalau pergi ke dokter?;～たらどうですか adalah saran sopan;2026-02-06 13:10:29.763741+00
1c3eb19f-9b37-470a-9cd5-4649eae2f96d;af0436eb-25b3-491d-b0e4-c095160c8da5;multiple_choice;「春になる＿、桜が咲く」正しい形は？;"[""ば"",""たら"",""なら"",""と""]";と;と digunakan untuk kebenaran umum atau hasil yang pasti;2026-02-06 13:10:29.763741+00
b89da32f-4369-45c4-bc33-767abe14c30c;af0436eb-25b3-491d-b0e4-c095160c8da5;multiple_choice;「日本に行く＿、京都がいい」正しい形は？;"[""ば"",""たら"",""なら"",""と""]";なら;なら digunakan untuk memberi saran berdasarkan situasi lawan bicara;2026-02-06 13:10:29.763741+00
f7774799-4e48-4929-9099-b54859cc9d50;9c13073f-494c-44d1-83a9-3466336ca1a6;multiple_choice;自然現象に使うのは？;"[""ば"",""たら"",""なら"",""と""]";と;と digunakan untuk fenomena alam dan kebenaran umum;2026-02-06 13:10:29.763741+00
8a2e93b9-0bec-40bd-b043-4845a3f4c646;9c13073f-494c-44d1-83a9-3466336ca1a6;multiple_choice;アドバイスに使うのは？;"[""ばどうですか"",""たらどうですか"",""ならどうですか"",""とどうですか""]";たらどうですか;～たらどうですか adalah pola standar untuk memberi saran;2026-02-06 13:10:29.763741+00
0d431018-3548-4a8b-80d4-103e4f607dcb;801913e2-25d2-4f9b-9758-e5f9be8b4a39;multiple_choice;「雨が＿始めた」正しい形は？;"[""降って"",""降り"",""降る"",""降った""]";降り;V-ます形 (tanpa ます) + 始める, jadi 降ります → 降り始める;2026-02-06 13:11:19.777748+00
47b669a1-d8ce-466d-ab51-aa39aa9553f5;801913e2-25d2-4f9b-9758-e5f9be8b4a39;multiple_choice;Apa arti「本を読み終わった」?;"[""Mulai membaca buku"",""Selesai membaca buku"",""Sedang membaca buku"",""Ingin membaca buku""]";Selesai membaca buku;～終わる berarti selesai melakukan sesuatu;2026-02-06 13:11:19.777748+00
e7b0d19e-09a3-4580-9d4c-e598ccd2adba;801913e2-25d2-4f9b-9758-e5f9be8b4a39;multiple_choice;"「食べ＿」yang benar untuk ""mulai makan"" adalah？";"[""出す"",""続ける"",""始める"",""終わる""]";始める;～始める digunakan untuk menyatakan mulai melakukan sesuatu;2026-02-06 13:11:19.777748+00
b411b4f1-b0f8-4b07-89f8-79f0dcb48af6;626ac351-e253-438d-bfcc-213e5b5d2cd6;multiple_choice;Apa arti「子供が急に泣き出した」?;"[""Anak terus menangis"",""Anak tiba-tiba mulai menangis"",""Anak berhenti menangis"",""Anak ingin menangis""]";Anak tiba-tiba mulai menangis;～出す menyatakan aksi yang dimulai secara tiba-tiba;2026-02-06 13:11:19.777748+00
462d441d-18ac-499e-aff6-dc12aa674a8b;626ac351-e253-438d-bfcc-213e5b5d2cd6;multiple_choice;"「走り＿」yang benar untuk ""terus berlari"" adalah？";"[""始める"",""出す"",""続ける"",""終わる""]";続ける;～続ける menyatakan melanjutkan suatu aksi;2026-02-06 13:11:19.777748+00
ea810a7c-a7c5-4808-a11a-6a457de60f79;2a3a8380-b029-47a8-9310-e48fa10e446d;multiple_choice;Apa arti「プールに飛び込んだ」?;"[""Berenang di kolam"",""Melompat masuk ke kolam"",""Keluar dari kolam"",""Melihat kolam""]";Melompat masuk ke kolam;～込む menyatakan gerakan masuk ke dalam;2026-02-06 13:11:19.777748+00
ae73b8e3-a011-4184-9f60-f0ed7e0ecb14;2a3a8380-b029-47a8-9310-e48fa10e446d;multiple_choice;Apa arti「助け合う」?;"[""Membantu"",""Saling membantu"",""Dibantu"",""Minta bantuan""]";Saling membantu;～合う menyatakan aksi yang dilakukan bersama-sama/timbal balik;2026-02-06 13:11:19.777748+00
